point_id,sex,age,age.group,dob,lat,long,region,bread,furniture,footwear,clothing,meal,group,frozen,prank,gum,walkway,foot.cut,class.farce,for.more,sauce.source,one.gone,book.spook,fur.bear,pour.poor,eight.ate,singer.finger,mute.moot,spa.spar,thin.fin,give.it.me,I.done.it,look.at.them,things.what,not.got.it,you.was,neither.me
4389,female,21,21 to 40,1996,53.47638199228738,-1.0162600871708622,Yorkshire and The Humber,cob,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,d,a,a,d
4390,female,19,< 20,1998,53.53586242753442,-0.9248916091648239,Yorkshire and The Humber,"bun, roll",sofa,NA,trousers,tea,NA,NA,NA,"(chewing) gum, chuddy",alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,b,a,b,e
4391,female,40,21 to 40,1977,50.66989070005391,-2.5188035933393054,South West,bap,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,c,d,c,d
4392,female,30,21 to 40,1984,54.78523880603574,-1.353471051286797,North East,bun,couch,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,a,a,NA,a,NA,c,NA
4393,female,57,41 to 60,1957,54.76075351734933,-1.3105946905284198,North East,bun,couch,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,c,c,NA,b,NA,c,NA
4394,female,59,41 to 60,1958,50.52046371486245,-2.4616418044190302,South West,bap,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,b,NA,NA,b,a,a,d
4395,male,66,61 to 80,1948,54.759185914117786,-1.363536274251745,North East,roll,"settee, sofa",NA,"pants, trousers",tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,different,different,c,b,NA,c,NA,c,NA
4396,male,18,< 20,1996,54.7735773005185,-1.3187738885042841,North East,bun,"couch, settee",NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,different,same,different,c,a,NA,a,NA,c,NA
4397,prefer not to answer,21,21 to 40,1996,50.939279367496695,-2.5454177571910264,South West,"bun, roll",sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,d,d,d,d
4398,female,18,< 20,1996,54.77824950933453,-1.3065517071835073,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,same,same,same,d,c,NA,c,NA,d,NA
4399,female,20,< 20,1997,52.48394279154833,-2.1310301546010137,West Midlands,roll,"settee, sofa",NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,"alley(way), gully",rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,d,a,b,c
4400,male,21,21 to 40,1996,52.461691883495774,-2.157256855252796,West Midlands,cob,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,gully,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,d,b,c,e
4401,male,64,61 to 80,1950,54.746510065708804,-1.328325297574764,North East,bun,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,don't rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,a,c,NA,b,NA,c,NA
4402,female,19,< 20,1998,51.57139614063135,0.008094769179327319,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,e,b,b,e
4403,female,21,21 to 40,1993,54.75339412799341,-1.321708411594453,North East,bun,settee,NA,trousers,"dinner, tea",you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,same,same,different,d,d,NA,b,NA,d,NA
4404,female,20,< 20,1997,55.966448815265316,-3.213822672166666,Scotland,roll,couch,NA,trousers,tea,NA,NA,NA,chewy,alley(way),don't rhyme,don't rhyme,don't rhyme,NA,rhyme,rhyme,don't rhyme,different,same,rhyme,NA,different,same,b,NA,NA,a,a,a,e
4405,female,19,< 20,1998,55.90341213825799,-3.589518755429625,Scotland,roll,couch,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,don't rhyme,NA,don't rhyme,rhyme,don't rhyme,different,same,don't rhyme,NA,different,same,d,NA,NA,d,a,d,e
4406,female,57,41 to 60,1957,54.763112652779284,-1.339162918591793,North East,bun,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,d,c,NA,a,NA,e,NA
4407,male,20,< 20,1997,51.66142999896443,-0.01428385592159867,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,c,a,b,d
4408,female,20,< 20,1997,51.671650170799076,-0.01608090104920578,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,a,a,c,d
4409,female,23,21 to 40,1991,54.76137849469593,-1.3164879359138522,North East,bun,settee,NA,"pants, trousers",tea,"you lot, yous",NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,different,same,different,b,a,NA,a,NA,b,NA
4410,female,15,< 20,2002,53.81749848360982,-3.0559538050236754,North West,barm,couch,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,a,b,d
4411,male,48,41 to 60,1969,53.82290281608197,-3.0440729381551694,North West,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,a,NA,NA,b,a,b,d
4412,male,18,< 20,1996,54.77172734479574,-1.3805537640581107,North East,bun,couch,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,e,NA,c,NA,d,NA
4413,female,29,21 to 40,1988,53.805586353784165,-3.0319010431385744,North West,barm,sofa,NA,pants,tea,NA,NA,NA,"(chewing) gum, chewy, chuddy","alley(way), ginnel",rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,a,a,d
4414,female,27,21 to 40,1987,54.79067909018384,-1.3492318749636747,North East,bun,couch,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,c,NA,a,NA,c,NA
4415,female,19,< 20,1998,53.8362470905584,-3.04856594801456,North West,bun,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,e,a,b,e
4416,male,78,61 to 80,1936,54.78504678360814,-1.3419502058604313,North East,bun,settee,NA,trousers,tea,"you lot, yous",NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,different,same,same,d,b,NA,c,NA,c,NA
4417,female,54,41 to 60,1963,53.85425489213725,-3.0476565093704333,North West,bap,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,c,b,e
4418,female,53,41 to 60,1961,54.79610965946631,-1.3475536509081665,North East,bun,couch,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,b,NA,c,NA,b,NA
4419,male,20,< 20,1997,53.8119836306058,-2.99549951467569,North West,barm,"couch, settee",NA,"pants, trousers","dinner, tea",NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,d,a,d,d
4420,female,19,< 20,1998,53.83807221966714,-3.0136741462422436,North West,barm,couch,NA,pants,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,different,rhyme,NA,same,different,a,NA,NA,a,a,a,b
4421,male,20,< 20,1994,51.55568996256213,0.6918931622215689,East of England,roll,sofa,NA,trousers,dinner,"you, you guys",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,d,NA,b,NA,c,NA
4422,male,25,21 to 40,1989,51.54184675325269,0.6962287711940879,East of England,roll,"settee, sofa",NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,b,NA,c,NA
4423,female,20,< 20,1994,51.538231610055,0.6958110345952007,East of England,roll,"couch, settee, sofa, other (chair)",NA,trousers,dinner,"you, you guys",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,b,NA,c,NA,b,NA
4424,female,19,< 20,1998,53.82898048124154,-3.020872336444253,North West,barm,couch,NA,pants,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,a,a,a,e
4425,male,76,61 to 80,1938,51.582704195466675,0.4279327940630943,East of England,bap,settee,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
4426,female,19,< 20,1998,53.78939929481467,-2.983606250988688,North West,barm,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,a,a,b,d
4427,female,51,41 to 60,1963,51.56115627906922,0.42909407510034003,East of England,bap,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,b,NA,b,NA,a,NA
4428,female,23,21 to 40,1994,53.86090915844342,-3.0358957672785523,North West,"bap, barm, roll",couch,NA,pants,tea,NA,NA,NA,chuddy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,a,b,d
4429,male,42,41 to 60,1972,51.551816079112896,0.7218026703873329,East of England,bap,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,d,NA,d,NA
4430,male,54,41 to 60,1963,53.92208846338615,-3.045508558178869,North West,barm,couch,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,rhyme,rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,a,a,d
4431,female,42,41 to 60,1972,51.54231828352536,0.7158798333738807,East of England,bap,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,a,NA,a,NA,c,NA
4432,female,53,41 to 60,1964,53.917052245570524,-3.0513653666198954,North West,barm,couch,NA,pants,dinner,NA,NA,NA,chewy,alley(way),rhyme,don't rhyme,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,d,a,b,d
4433,female,20,< 20,1997,55.960976976333086,-3.933088878314898,Scotland,roll,couch,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,don't rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,rhyme,NA,different,different,e,NA,NA,c,c,c,e
4434,female,24,21 to 40,1993,51.817531891494866,-2.038729239081232,South West,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,d,NA,NA,d,a,d,a
4435,female,46,41 to 60,1971,52.03098446952868,-1.7317853826347227,South West,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,passage,don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,e,a,e,e
4436,female,38,21 to 40,1976,51.547651460781736,0.5629142760996673,East of England,"bap, roll",sofa,NA,trousers,dinner,"you, you all",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,b,NA,c,NA,c,NA
4437,female,29,21 to 40,1985,51.555544557762516,0.5605944879743893,East of England,bap,couch,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,a,NA,c,NA,b,NA
4438,female,21,21 to 40,1996,51.203451971169045,-0.85038880508779,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,c,a,c,d
4439,female,27,21 to 40,1987,51.56344010014384,0.5929243805048113,East of England,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,b,NA,b,NA,b,NA
4440,female,28,21 to 40,1986,51.54636275711501,0.6632244444506382,East of England,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,c,NA,d,NA,d,NA
4441,female,20,< 20,1997,51.5902981195657,-0.3533606051328237,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,a,b,c,d
4442,male,26,21 to 40,1988,51.56752907163653,0.6663581427705956,East of England,bap,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
4443,female,20,< 20,1997,51.58498886031214,-0.3021561959781408,London,bun,couch,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,a,NA,NA,e,a,a,d
4444,male,20,< 20,1997,51.57781715352506,-0.31981746686191004,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,different,rhyme,NA,same,same,b,NA,NA,e,a,a,e
4445,male,20,< 20,1997,51.59614609511065,-0.4205410487384142,London,bap,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,e,a,c,a
4446,female,31,21 to 40,1983,52.982125090806456,-1.9984340084727203,West Midlands,"bap, roll",sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,b,c,NA,b,NA,b,NA
4447,male,21,21 to 40,1996,51.60182120869079,-0.3669026812323818,London,roll,sofa,NA,trousers,supper,NA,NA,NA,(chewing) gum,"alley(way), passage",don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,d,b,c,e
4448,female,63,61 to 80,1951,52.93244763400954,-2.0671526949920818,West Midlands,batch,settee,NA,trousers,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,same,b,c,NA,c,NA,c,NA
4449,male,23,21 to 40,1994,53.65580728565754,-1.8156386664416362,Yorkshire and The Humber,bun,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,b,b,b,e
4450,female,47,41 to 60,1967,52.770887916392745,-2.074482740421139,West Midlands,bap,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,a,c,NA,c,NA,c,NA
4451,female,21,21 to 40,1996,53.603945819089084,-1.7477732665038277,Yorkshire and The Humber,"barm, bread cake",couch,NA,trousers,tea,NA,NA,NA,"(chewing) gum, chewy","ginnel, snicket",rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,different,rhyme,NA,same,different,a,NA,NA,d,a,d,d
4452,female,28,21 to 40,1989,53.64154392753085,-1.7302170178433969,Yorkshire and The Humber,tea cake,sofa,NA,pants,tea,NA,NA,NA,"chewy, chuddy","alley(way), ginnel, snicket",rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,NA,same,same,a,NA,NA,b,b,b,d
4453,female,50,41 to 60,1964,52.85871228209066,-1.9440161718656077,West Midlands,bun,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,b,b,NA,b,NA,b,NA
4454,female,47,41 to 60,1967,52.81489161323231,-1.9795860693197311,West Midlands,roll,sofa,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,c,NA,c,NA,b,NA
4455,female,20,< 20,1997,54.01262499827622,-1.5244312823739032,Yorkshire and The Humber,bun,"couch, sofa",NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,d,NA,NA,d,a,c,d
4456,female,49,41 to 60,1968,51.660752879285845,-0.7144975337184039,South East,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,a,b,e
4457,male,22,21 to 40,1995,51.75962334247193,-0.8628222550716078,South East,roll,sofa,NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,"alley(way), passage",don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,c,a,c,d
4458,male,70,61 to 80,1947,51.71621166622015,-0.6020384079467431,South East,roll,settee,NA,trousers,"dinner, supper",NA,NA,NA,(chewing) gum,alley(way),rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,rhyme,same,same,don't rhyme,NA,same,same,c,NA,NA,c,c,c,c
4459,female,21,21 to 40,1993,52.976780829803204,-2.1377530219387504,West Midlands,bap,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,c,NA,a,NA,c,NA
4460,female,20,< 20,1997,51.67543311404401,-0.6103496115844851,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,c,c,c,d
4461,male,19,< 20,1998,53.66103005305379,0.07079569496665461,Yorkshire and The Humber,bread cake,settee,NA,trousers,tea,NA,NA,NA,chewy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,different,rhyme,NA,same,same,b,NA,NA,a,a,a,d
4462,male,19,< 20,1995,53.05585466455317,-2.2325643735476404,West Midlands,bap,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,d,NA,c,NA,c,NA
4463,female,33,21 to 40,1984,53.72031689376943,-1.8772891935336415,Yorkshire and The Humber,roll,sofa,NA,trousers,tea,NA,NA,NA,chuddy,snicket,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,a,a,b,e
4464,female,19,< 20,1998,53.72178132268009,-1.878966944235888,Yorkshire and The Humber,"bun, roll, tea cake","couch, settee, sofa",NA,"pants, trousers","dinner, tea",NA,NA,NA,"(chewing) gum, chuddy","alley(way), ginnel, snicket",rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,a,NA,NA,a,a,b,e
4465,male,22,21 to 40,1992,53.05663897847907,-2.2625570104378387,West Midlands,bap,sofa,NA,pants,tea,"you guys, you lot",NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,b,NA,c,NA,a,NA
4466,female,52,41 to 60,1962,53.0589246233116,-2.2374570693883817,West Midlands,bap,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,different,same,same,a,c,NA,b,NA,c,NA
4467,male,40,21 to 40,1977,53.747250126261626,-1.909832868525753,Yorkshire and The Humber,tea cake,sofa,NA,pants,tea,NA,NA,NA,(chewing) gum,snicket,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,NA,same,same,a,NA,NA,a,a,c,e
4468,female,20,< 20,1997,51.64795227502597,0.048212198043153784,East of England,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,a,a,b,d
4469,female,21,21 to 40,1996,51.52214860170667,0.09751463260867448,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,NA,same,same,c,NA,NA,b,c,a,c
4470,male,54,41 to 60,1960,53.05477441805845,-2.164258412834359,West Midlands,bap,settee,NA,trousers,dinner,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,same,same,rhyme,different,same,different,b,c,NA,c,NA,c,NA
4471,female,20,< 20,1994,53.060585924532845,-2.2860451337093695,North West,bap,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,same,c,c,NA,d,NA,d,NA
4472,male,18,< 20,1996,53.02602472213406,-2.2783385588406206,North West,roll,sofa,NA,trousers,dinner,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,same,a,c,NA,b,NA,c,NA
4473,male,22,21 to 40,1992,53.04301021592981,-2.071400315514166,West Midlands,bun,couch,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,same,a,b,NA,b,NA,b,NA
4474,male,66,61 to 80,1948,51.487563165188476,-0.15161172533290532,London,roll,sofa,NA,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,different,different,a,b,NA,b,NA,b,NA
4475,female,44,41 to 60,1970,51.4635830681378,-0.18069407553913827,London,bap,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,c,NA,c,NA,c,NA
